Full_Review,Label,Preprocessed_Review,Similarity
Great application for control your money! Good interface and easy to use.,0,great application control money good interface easy use,0.034554685
Very easy to use and setup,0,easy use setup,0.034496561
Most useful financial management app by far.,0,useful financial management app far,0.034433661
PocketGuard seriously helped me lower my bills. A great app!!!,0,pocketguard seriously helped lower bill great app,0.034336312
Really easy to use and understand. Love this app.,0,really easy use understand love app,0.034314069
It doesn't factor in credit card transactions and balances even though you link the credit card account. This really throws off financial planning. Most people use credit cards to pay several bills.,1,doesnt factor credit card transaction balance even though link credit card account really throw financial planning people use credit card pay several bill,0.034292218
"The pro here is the beautiful UI. I wish I could use this app. Unfortunately, it's hardly viable because of all the weird glitches. It took a LOT of work to get my accounts to link successfully. First, I couldn't get authentication codes. Next, if I got authentication codes by text, I'd have to move away from the app to retrieve it, prompting me to try to get a new one, in an endless loop. I finally bypassed this by changing the text preview options on my phone so I could read the code without exiting the app. Even after solving that, I had to restart my phone every time I wanted to add a new account. Annoying, but you only have to set it up once. Now that I'm in the app and linked up properly, though, it's just getting a bunch of transaction names wrong. For a second, I thought it was alerting me to unauthorized transactions, but no... transactions at Petsmart come up as Midas, charitable donations as lawn care - all things that are clearly stated by my primary account statement... and I can't find a way to correct it, either. There's no point in a budgeting app that requires you to log into all of your original accounts to decode it.",2,pro beautiful ui wish could use app unfortunately hardly viable weird glitch took lot work get account link successfully first couldnt get authentication code next got authentication code text id move away app retrieve prompting try get new one endless loop finally bypassed changing text preview option phone could read code without exiting app even solving restart phone every time wanted add new account annoying set im app linked properly though getting bunch transaction name wrong second thought alerting unauthorized transaction transaction petsmart come midas charitable donation lawn care thing clearly stated primary account statement cant find way correct either there point budgeting app requires log original account decode,0.034096549
The app used to be good however after the latest update I can add any accounts to the app and I can't even submit a support ticket through the app because the app is no longer functioning to do this process,2,app used good however latest update add account app cant even submit support ticket app app longer functioning process,0.034073437
Pocketguard is one of my favorite apps.,0,pocketguard one favorite apps,0.034042415
I enjoy pocketguard so much and sure the app will not let me down.,0,enjoy pocketguard much sure app let,0.033991938
"I do highly enjoy the user interface and how it can show a breakdown of finances quite nicely. I am having significant trouble adding an external Fidelity and Fundrise account though so, that takes away from it at the moment. Also, if possible I would like the application to add a Webull connection so I can add those investments into budgeting as well. Overall decent, but lacking slightly in external account integration.",1,highly enjoy user interface show breakdown finance quite nicely significant trouble adding external fidelity fundrise account though take away moment also possible would like application add webull connection add investment budgeting well overall decent lacking slightly external account integration,0.033984161
"Don't update! I switched from mint to level to PocketGuard and despite a variety of issues (net worth and budget screens never correct, no ability to change dates of transactions-if I paid rent a day early two months overviews were both messed up) I was content to stick it out with this budget tracker for awhile. I liked how easy it was to code transactions and see what categories I was spending in each month. However, with the new update my email wasn't recognized. It's not worth the time to hook up half a dozen accounts and re categorize hundreds of transactions. :(",2,dont update switched mint level pocketguard despite variety issue net worth budget screen never correct ability change date transactionsif paid rent day early two month overview messed content stick budget tracker awhile liked easy code transaction see category spending month however new update email wasnt recognized worth time hook half dozen account categorize hundred transaction,0.03391561
"The app worked fine, but the fact that I have to install the app on a new phone just to delete my account is a huge inconvenience. There needs to be a way to delete or disable an account from the website.",1,app worked fine fact install app new phone delete account huge inconvenience need way delete disable account website,0.033865794
"Can't run without syncing to a bank account, but they don't offer my bank effectively making it useless.",1,cant run without syncing bank account dont offer bank effectively making useless,0.033826796
One my favorite web and mobile app.,0,one favorite web mobile app,0.033808527
"I love this app! I usually think I need to write down everything I bought myself but with PocketGuard's bank linking technology, I no longer have to worry about recording eveything. It's super useful and I highly recommend this app for budgeting and for finding new ways (provided by PocketGuard) to make and save money",0,love app usually think need write everything bought pocketguards bank linking technology longer worry recording eveything super useful highly recommend app budgeting finding new way provided pocketguard make save money,0.033805632
"Very Well Designed App, Could Use Some Minor Improvements, Awesome For Budgeting & Checking All Your Expenses & Helps To Keep You On Budget",0,well designed app could use minor improvement awesome budgeting checking expense help keep budget,0.033802155
Loved this app until it no longer worked with my bank Synovus. I purchased it at the holiday price and within 3 months it no longer synced to my bank. They wouldn't provide even a partial refund either. It's the only app that I've found that shows you how much you spend out of the extra money of the month. You can see your pocket money getting less and less with more spending and that's what I need but they can't get the sync issues resolved. Don't get it if you bank with Synovus.,2,loved app longer worked bank synovus purchased holiday price within month longer synced bank wouldnt provide even partial refund either app ive found show much spend extra money month see pocket money getting le le spending thats need cant get sync issue resolved dont get bank synovus,0.03369074
"One of the few money management apps that properly and consistently syncs with bank transactions and other financial institutions. The tech support is fantastic too -- was able to fix a sync error with an investment account and actually followed through with the support ticket. Intuitive and intelligent budgeting. Love the way bank transaction categories are ""memorized."" Lots more. Highly recommend. 👍",0,one money management apps properly consistently syncs bank transaction financial institution tech support fantastic able fix sync error investment account actually followed support ticket intuitive intelligent budgeting love way bank transaction category memorized lot highly recommend 👍,0.03369045
It is easy to use and more friendly than others.,0,easy use friendly others,0.033663607
"Every time I tried to connect an account it said ""unable to connect due to changes to your bank's website"". And it's really quite useless without a checking account connected.",2,every time tried connect account said unable connect due change bank website really quite useless without checking account connected,0.033573139
Great app to keep I like this app good interface and easy to use,0,great app keep like app good interface easy use,0.033570137
Useful application with great interface and easy to use! Recommend for download.,0,useful application great interface easy use recommend download,0.033543593
Money and time saver. With PocketGuard I spend much less time on budgeting,0,money time saver pocketguard spend much le time budgeting,0.033507643
"The app is good and helps me stay organized, but it does not update for capital one automatically. Every time I want to update to see how much money I can spend, I have to manually refresh the account and reverify using a code sent to me from the bank. Quite annoying. In addition to this, the amounts listed under the accounts don’t always match what the bank says I have. Only after I delete the account and re-add it to the app, does it display the correct amount. I’ve had the app for almost a year, and there were no issues in the beginning. These have just started happening, so I’m hoping the developers can fix these issues which I’ve mentioned several times to them.",2,app good help stay organized update capital one automatically every time want update see much money spend manually refresh account reverify using code sent bank quite annoying addition amount listed account ’ always match bank say delete account readd app display correct amount ’ app almost year issue beginning started happening ’ hoping developer fix issue ’ mentioned several time,0.033415401
"Team, I am a first user. Heard good reviews online but the app is unable to connect to accounts. Such bad start, need to remove app now. It's useless",2,team first user heard good review online app unable connect account bad start need remove app useless,0.033364112
Really helps me stay tuned on my financial situation. I used to overspend and my credit card debt was growing fast until I found Pocketguard.,0,really help stay tuned financial situation used overspend credit card debt growing fast found pocketguard,0.033323397
PocketGuard seriously helps me stay up to date with all things finances. A great app!!!,0,pocketguard seriously help stay date thing finance great app,0.033297606
Stopped at the onboarding. One thing I don't need is another account and password. Add log in via Google account and I'll reconsider.,0,stopped onboarding one thing dont need another account password add log via google account ill reconsider,0.033225737
would not allow me to create an account kept prompting me to email customer support,2,would allow create account kept prompting email customer support,0.033175905
"Easy to use, nice and simple",0,easy use nice simple,0.033170527
With PocketGuard it's a snap to track transactions and spending! Highly recommend app!,0,pocketguard snap track transaction spending highly recommend app,0.033069619
The fact the PocketGuard is automated and intuitive turned the balance and I mostly use this app. And I am not disappointed with my decision.,0,fact pocketguard automated intuitive turned balance mostly use app disappointed decision,0.032907676
Pocketguard helped me to start saving up,0,pocketguard helped start saving,0.032844025
I wasnt able to connect my bank account.,0,wasnt able connect bank account,0.032839315
Takes days to reflect changes in account,0,take day reflect change account,0.032652434
Great app with easy to use layout!,0,great app easy use layout,0.032595412
"When I open the app it says, ""Your app is a bit old :("" but when I go to update it. There is no update! So, currently the app is useless to me as I can't access it. Dropped rating two stars because of this. Please fix! Old review: Great app! Exactly what I've been looking for. I used Mint for a while, and while it's good; I found it overly complicated — very babysitter-ish. Pocket Guard is very intuitive, easy to use, and puts all my finances/savings in an easy to understand layout. Awesome. Five stars. Would recommend.",0,open app say app bit old go update update currently app useless cant access dropped rating two star please fix old review great app exactly ive looking used mint good found overly complicated — babysitterish pocket guard intuitive easy use put financessavings easy understand layout awesome five star would recommend,0.032529784
Way better than the other money tracking app. Gets your transactions automatically. Very user friendly interface. Absolutely love the different categories it assigns your transactions too,0,way better money tracking app get transaction automatically user friendly interface absolutely love different category assigns transaction,0.032496375
This app is everything I want in a financial budgeting app but the unfortunate part is that it does not sync up or update any of my new transactions,2,app everything want financial budgeting app unfortunate part sync update new transaction,0.032432659
Now I'm saving my money thanks pocketguard,0,im saving money thanks pocketguard,0.032400015
"It usually takes me a bit of trial and error to figure out if I like an app. PocketGuard is so fantastic that I bought it after a few days. RTFM, Read the manual before sending an email and if you have trouble adding an account look into Plaid. Thank you for being AWESOME",0,usually take bit trial error figure like app pocketguard fantastic bought day rtfm read manual sending email trouble adding account look plaid thank awesome,0.032349391
Easy to use and a cool interface,0,easy use cool interface,0.032320665
"Have pro version, will update review after a month usage. Compare with Mint the UI is simple and easy to use, this is very important! What I dislike...too many categories, I hate scrolling. I should also be able to change the category on pending transactions, otherwise they get lost after a while, mint allows this why not you? Also I want to add other transactions besides cash only and pie chart should allow me to click on the categories and further show me the transactions in that category.",0,pro version update review month usage compare mint ui simple easy use important disliketoo many category hate scrolling also able change category pending transaction otherwise get lost mint allows also want add transaction besides cash pie chart allow click category show transaction category,0.03229051
"Love all the features, very simple to use and organize transactions into categories. Exactly what I was looking for!",0,love feature simple use organize transaction category exactly looking,0.032177956
"I spent an hour unsuccessfully attempting to get any function of this app to work!!! It would not sync to any bank accounts!!!

If you are considering downloading this app... Stop... Put your phone down... And go sit in the corner for an hour. It would seriously be a better use of your time.",2,spent hour unsuccessfully attempting get function app work would sync bank account considering downloading app stop put phone go sit corner hour would seriously better use time,0.032121694
It's a good app that you can link multiple accounts to and have a clear view on where you spend your money. Accounts have to be relinked often but that's a bank security issue that i can appreciate as much as be annoyed by.,1,good app link multiple account clear view spend money account relinked often thats bank security issue appreciate much annoyed,0.032093988
Love being able to track my spending and regulate my budget based off of the data. edit: the latest update is great!! I like the way the app works! Can't wait to see new updates in the future!,0,love able track spending regulate budget based data edit latest update great like way app work cant wait see new update future,0.032081686
"I use it only for tracking my spending and I am happy with the app. The app perfectly calculates my total spent including every transaction I make, however, I would like to have a little more extended charts.",1,use tracking spending happy app app perfectly calculates total spent including every transaction make however would like little extended chart,0.031876883
This app very helpful and easy to use. Nice interface. Like app,0,app helpful easy use nice interface like app,0.031836097
"My bank account was connected, but when I changed my password on my banks site it won't reconnect. It asks me to verify and when I try to it says there is an error on my banks end, but I keep verifying it on my banks end. I'm getting so frustrated because I was just getting started!",2,bank account connected changed password bank site wont reconnect asks verify try say error bank end keep verifying bank end im getting frustrated getting started,0.031726117
"This app is moderately useful but a little too basic for my tastes. Not enough flexibility in the INSIGHT category to choose which categories display for your review. The CASH account option (which is a pay only option) is very useful for my tastes and the only thing that really stands out to me, but hardly worth paying for. I can keep track of the physical cash in my pocket just fine on my own, I don't need to pay PocketGuard to do it for me! Plus, while it's cool that an ATM Withdrawal will automatically prompt the app to give you the choice to add that cash to your CASH account, it doesn't work in the reverse, where a cash DEPOSIT to an ATM account should prompt you to choose to deduct that amount from your CASH account. In fact, the ONLY reason I would pay to use this app from month to month or annually is if it included a feature to EXPORT reports of my expenses based on the categories that I chose. Otherwise, Mint is much more comprehensive and useful. Not a bad app to start with but they're not quite earning my money yet...",0,app moderately useful little basic taste enough flexibility insight category choose category display review cash account option pay option useful taste thing really stand hardly worth paying keep track physical cash pocket fine dont need pay pocketguard plus cool atm withdrawal automatically prompt app give choice add cash cash account doesnt work reverse cash deposit atm account prompt choose deduct amount cash account fact reason would pay use app month month annually included feature export report expense based category chose otherwise mint much comprehensive useful bad app start theyre quite earning money yet,0.031692298
One thing - a way to set budget limits for each category. I've tried several budgeting apps most require you to manually enter your transactions which is time consuming. This one will download and sync so all I have to do is categorize the transaction. Big time saver and i love the # function for notes. Great work! Please add a budget or envelope function and this app will be perfect,1,one thing way set budget limit category ive tried several budgeting apps require manually enter transaction time consuming one download sync categorize transaction big time saver love function note great work please add budget envelope function app perfect,0.031641771
"App and website did not allow me to create account with my own username and password. Do not want to log in with LinkedIn, Google, or Apple.",2,app website allow create account username password want log linkedin google apple,0.031632923
Decent app with the best customization of categories i could find and a good visual representation of the data. My bank stopped connecting so it's useless for me but i got a refund at least.,2,decent app best customization category could find good visual representation data bank stopped connecting useless got refund least,0.031574735
I love it. It's simple to use and easy to understand.,0,love simple use easy understand,0.031528588
PocketGuard is one of the apps that I check daily. It's great for seeing all of my accounts in one place.,0,pocketguard one apps check daily great seeing account one place,0.031500233
Awesome app to see my income and spendings. It's great that it helps to track not only bank transactions but also cash.,0,awesome app see income spending great help track bank transaction also cash,0.031480319
I looooooooooove PocketGuard,,looooooooooove pocketguard,0.031471459
Super easy to use and gives you alot of features for free,,super easy use give alot feature free,0.031428565
Fun to use. Easy!,,fun use easy,0.031399205
"I loved this app until recently. It hasnt updated my bank transactions in the last week. I know it has connected to my bank just fine, because it has my correct balance, but the last transaction it shows is on January 14th. I have about 20 transactions since then, none of which are pending. Please fix this. I have a paid subscription.",,loved app recently hasnt updated bank transaction last week know connected bank fine correct balance last transaction show january th transaction since none pending please fix paid subscription,0.031392877
Worked perfect before now not showing any of my transactions besides for my one bank account. I tried deleted account and re adding. No luck. Really like this app for simple please try to fix. ONE PLUS ONE CM OS 13,,worked perfect showing transaction besides one bank account tried deleted account adding luck really like app simple please try fix one plus one cm o,0.031339186
"This app is absolutely fantastic! They are continuing to add new features as well, and I love the fact that you can use it free, pay for a subscription, or do a one time purchase for the app. So I bought it and plan to use it for the foreseeable future. There was a couple integration bugs, but their support team was actually able to get a member of the development team to fix it. I wanted to write more, but shout out to Alex from pocketguard, he gave me an amazing customer experience!",,app absolutely fantastic continuing add new feature well love fact use free pay subscription one time purchase app bought plan use foreseeable future couple integration bug support team actually able get member development team fix wanted write shout alex pocketguard gave amazing customer experience,0.031111777
"Love it, the most logical financial app for me.",,love logical financial app,0.031076771
"Just a stupid app. I used it for a whole a few years ago and stopped because it couldn't sync and had me log in constantly. Somehow many years later, the problem still exists and is arguably worse as it notifies me sync doesn't work but then I get some data from my bank??",,stupid app used whole year ago stopped couldnt sync log constantly somehow many year later problem still exists arguably worse notifies sync doesnt work get data bank,0.030918004
"I love this app because I can keep ALL my accounts in one place. ALL. Credit cards, student loans, savings accounts, and investment accounts too.",,love app keep account one place credit card student loan saving account investment account,0.030859307
Great app. Comes ready to use and can be customized for your needs.,,great app come ready use customized need,0.030794746
"Does not add various know financial entities as PayPal, needed to sync 
absolutely everything to be useful, otherwise it defends the purpose having 
to check more than one place for totals",,add various know financial entity paypal needed sync absolutely everything useful otherwise defends purpose check one place total,0.03077631
"Pocketguard was a great tool for me at first to help me straighten out my finances. I loved it so much I left a 5 star review once I started using it. Unfortunately, a while in, a bunch of the transactions I coded seemed to be changed and marked incorrectly in one big batch. There were also a ton of issues connecting to my accounts; I frequently had to contact support. After I canceled, I was also charged for 2 years after and missed it before signing up for new software. Choose someone else!",,pocketguard great tool first help straighten finance loved much left star review started using unfortunately bunch transaction coded seemed changed marked incorrectly one big batch also ton issue connecting account frequently contact support canceled also charged year missed signing new software choose someone else,0.030760713
Force you to add bank account,,force add bank account,0.030732471
"Simple and clean, easy to enter/update data and much better for instant insights than other similar apps.",,simple clean easy enterupdate data much better instant insight similar apps,0.030672101
Best means of tracking all of finances right in the palm of one's hand.,,best mean tracking finance right palm one hand,0.030631552
"This application is very useful. It helps me manage expenditures, money. Can I payments statistics. The application is very easy to use. I really like it!",,application useful help manage expenditure money payment statistic application easy use really like,0.030559811
I use this app to track categorized spending. In that way it's really good at keeping me within limits. The 'In Your Pocket' feature is helpful. Not very intuitive to find previous months spending but not hard either Edit: after months of more use its done quite poorly and is glitchy at pulling in transactions. The support team was consistent and friendly in following up but really did nothing to fix the issue. The features make it a potential 5 star app but they have a lot to fix first,,use app track categorized spending way really good keeping within limit pocket feature helpful intuitive find previous month spending hard either edit month use done quite poorly glitchy pulling transaction support team consistent friendly following really nothing fix issue feature make potential star app lot fix first,0.030550347
"This app is way better than the one my bank offers. Besides, here I connected PayPal and Venmo and now I can track my accounts all together. Cool!",,app way better one bank offer besides connected paypal venmo track account together cool,0.030462299
"Any new devices l get, this is the first thing to get downloaded.",,new device l get first thing get downloaded,0.03045145
PocketGuard is the BEST app ever for keeping track of your finances. I LOVE IT!!!!!,,pocketguard best app ever keeping track finance love,0.030412157
Doesn't connect to my bank. Keep getting aggregation error message. Selected option to contact support and no response. Was excited about this app but I'm deleting it since it's useless if it can't link to my account to track my bills.,,doesnt connect bank keep getting aggregation error message selected option contact support response excited app im deleting since useless cant link account track bill,0.030385486
My account info doesn't update. I put money in my account a few days back and it never updated.,,account info doesnt update put money account day back never updated,0.030361944
"Great overall application, I do think the user experience around budget vs upcoming bills could be improved but this is an incredibly useful app.",,great overall application think user experience around budget v upcoming bill could improved incredibly useful app,0.030347605
Would not connect to my bank kept getting retry. Cannot use because of this issue.,,would connect bank kept getting retry use issue,0.030241879
Trustworthy tiil to credit tracking. Install it right now!,,trustworthy tiil credit tracking install right,0.030219313
Very easy to use. Helps me keep track of my money in a very clear cut way,,easy use help keep track money clear cut way,0.030141109
I love this app. It is easy to use and has all the functionality I need to manage my money. Wish I could give it more than 5 stars.,,love app easy use functionality need manage money wish could give star,0.030092558
This is a great app to create and follow a financial plan. Never had any issue with this app.,,great app create follow financial plan never issue app,0.030044409
"easy to use, easy to see details of spending",,easy use easy see detail spending,0.029995905
Attempted to use this app downloaded it and it wouldn't even let me connect my accounts,,attempted use app downloaded wouldnt even let connect account,0.02999183
"I was able to connect all essentials types of accounts I use like banking, loan and investing. However, was unable to connect a billing account. However, it's not really of importance so I give you the five.",,able connect essential type account use like banking loan investing however unable connect billing account however really importance give five,0.02995231
"You know, the first step to getting rid of bad habits is to aknowledge them 
and that's what PocketGuard is necessary for: it shows all the bad 
financial decisions you've been making so that you could finally stop the 
unnecessary spening. It really helped me to be more careful with money and 
finally start saving.",,know first step getting rid bad habit aknowledge thats pocketguard necessary show bad financial decision youve making could finally stop unnecessary spening really helped careful money finally start saving,0.029950619
"I love how easy it is to use, how it encompasses every account I have, and allows.memto check every account in one place.",,love easy use encompasses every account allowsmemto check every account one place,0.029892036
"I really enjoy this app. It's not only good-looking but also helps me to optimize my spending. Nice to keep an eye on transfers between the accounts, your from/to make it easy to track,",,really enjoy app goodlooking also help optimize spending nice keep eye transfer account fromto make easy track,0.029831264
Great app for everyday financial needs. Very dependable,,great app everyday financial need dependable,0.029766498
"Could not connect to my bank (102 and 170 errors). Tried every suggestion from their FAQ, my bank website, different browsers. Contacted their customer support and received one automated response they would answer soon but nothing. After 2 weeks, I went with a paid ($10/mo) budget app.",,could connect bank error tried every suggestion faq bank website different browser contacted customer support received one automated response would answer soon nothing week went paid mo budget app,0.02975741
"I have been using it for some time and recommended to my friends. You've made a great job, Pocketguard team.",,using time recommended friend youve made great job pocketguard team,0.029753149
"I want to like this app, I really do. The idea behind it and the interface are great. But the syncing is terrible. Some lag is understandable - banks for obvious security reasons don't update in real time. But the app will show a transaction in one screen, and then if I go to mark a bill Paid, it's not there. In My Pocket # will also mysteriously change even if there are no new transactions showing, then suddenly go back to the old number again. Makes it really hard to accurately keep a budget.",,want like app really idea behind interface great syncing terrible lag understandable bank obvious security reason dont update real time app show transaction one screen go mark bill paid pocket also mysteriously change even new transaction showing suddenly go back old number make really hard accurately keep budget,0.02963311
"...but I didn't get far. I use a credit union that isn't listed, so the app is basically useless to me. Also, I'm a little apprehensive on using my actual bank account info on an app that no one else has written a review on. Good luck.",,didnt get far use credit union isnt listed app basically useless also im little apprehensive using actual bank account info app one else written review good luck,0.02956286
"I can't add my bank account. Multiple days now I just get ""error 102"" please try again in 2 hours. Slightly useless at this point, can't even judge the app",,cant add bank account multiple day get error please try hour slightly useless point cant even judge app,0.029346589
Does what it states it will do. Keeps all my accounts in one spot in a simplified app. Plus updates always fix or improve! Great app,,state keep account one spot simplified app plus update always fix improve great app,0.029298156
"***NEEDS CHIME BANK!! I've been patiently waiting over 7 months for Chime Bank to be added, please add Chime Bank. This is everything one needs to keep up with their finances and it's very detailed with reports, spending, spending breakdowns, bills, income, graphs and much more. Dropped Mint for PocketGuard and couldn't be happier with it. Great app!",,need chime bank ive patiently waiting month chime bank added please add chime bank everything one need keep finance detailed report spending spending breakdown bill income graph much dropped mint pocketguard couldnt happier great app,0.029179754
This app has helped me save money. It is easy to use as well.,,app helped save money easy use well,0.029171501
Great app to get the total picture of all your accounts in one spot. I check it every day and find its very easy to use,,great app get total picture account one spot check every day find easy use,0.029159628
This app would get a 5 star rating if it let you capture and log your receipts for a monthly record. Also since the last update my account isn't syncing.,,app would get star rating let capture log receipt monthly record also since last update account isnt syncing,0.029121078
"Great app, intuitive and helpful. Makes it easy to see recurring charges from the same merchant, and has helped me identify several recurring charges that were duplicates, and cut costs by removing subscriptions we didn't need. Only thing missing is an ability to project forward what each account balance will be based on recurring income, recurring bills, budgets, and current balances in each account. The data is there, just need to do some calculations and show it visually. contact me for info.",,great app intuitive helpful make easy see recurring charge merchant helped identify several recurring charge duplicate cut cost removing subscription didnt need thing missing ability project forward account balance based recurring income recurring bill budget current balance account data need calculation show visually contact info,0.029035836
Several bank accounts at one place.. nice!,,several bank account one place nice,0.028988829
If you use this app it will make managing your money much easier!,,use app make managing money much easier,0.028986665
"Great app. Simple to use, and overall good support.",,great app simple use overall good support,0.028946455
My bank account was hacked less that 12 hours after I got the app. Can't figure how to cancel my account on this app. My last review was deleted.,,bank account hacked le hour got app cant figure cancel account app last review deleted,0.028788495
You are forced to have an account on their list of Banks. It is mandatory to connect with that account.,,forced account list bank mandatory connect account,0.028763083
This app helps give me a better visualization of my income vs bills. It's been a real game changer for me to better structure my finances. Convenient and easy to use. I was apprehensive to link my bank accounts but this is a trustworthy app that truly helps. Thank you!,,app help give better visualization income v bill real game changer better structure finance convenient easy use apprehensive link bank account trustworthy app truly help thank,0.028731095
I like Pocket Guard because it's free and easy to use. The app is really clear and effective for me,,like pocket guard free easy use app really clear effective,0.028727562
Solid app to keep an eye on day to day and long term funds,,solid app keep eye day day long term fund,0.028715518
Recommend Pocketguard to everyone who cares about their money,,recommend pocketguard everyone care money,0.028711073
"It looks great, but I have the same problem as Morgan. It says I'm all set and tells me to push the'Show Me The Budget' button. I do and nothing happens. UPDATE - I used my phone's 'back' key and everything worked! This is really a lot of program, needing a fair amount of input. Just to get started, it would be great to be able to access it from my PC.",,look great problem morgan say im set tell push theshow budget button nothing happens update used phone back key everything worked really lot program needing fair amount input get started would great able access pc,0.028687282
Frustrating App!! This app was rated as one of the 10 best! I have not been able to experience this because I can't even get passed the sign up process. I have been trying to link my bank account to this app for several days now each with 15 attempts or more at least to do so. I have tried my phone as well as my tablet to connect with no success. I think I will move on to the next one on the 10 best apps list!!!,,frustrating app app rated one best able experience cant even get passed sign process trying link bank account app several day attempt least tried phone well tablet connect success think move next one best apps list,0.028644452
Great app that lets me see all of my financial info in one place,,great app let see financial info one place,0.028446574
"Started using this app due to Simple closing. This is not a bank, so no separate account, but the budget features are a 90% replacement for what I liked about Simple. Main difference is no transfer of money into a budget envelope, only workaround is to change the budget amount, which is not nearly as elegant, and simple, as Simple. A negative is the slowness of picking up transactions from my bank, which means it is not safe to just glance at this app before spending money. Sync button doesn't.",,started using app due simple closing bank separate account budget feature replacement liked simple main difference transfer money budget envelope workaround change budget amount nearly elegant simple simple negative slowness picking transaction bank mean safe glance app spending money sync button doesnt,0.028428091
"This app was great until it stopped syncing with my bank. The UI is clean and easy to navigate, and the app automatically categorizes my bank transactions mostly correctly. Its not 100% accurate, but at a glance it gives me all I need. I cut my spending bu at least $600-800 this month while the app was functioning. Unfortunately now It wont sync while either of my banks even after trying the web app, rendering it essentially useless. I really hope you guys can fix this soon.",,app great stopped syncing bank ui clean easy navigate app automatically categorizes bank transaction mostly correctly accurate glance give need cut spending bu least month app functioning unfortunately wont sync either bank even trying web app rendering essentially useless really hope guy fix soon,0.028313335
"Very accurate spending tracker with auto categorization, also like the 
financial breakdown it provides",,accurate spending tracker auto categorization also like financial breakdown provides,0.028306558
Use to use Mint. This is SO much better. Connection to the bank is SO MUCH more stable and up to date. Thanks back end developers for doing such a great job. (Front end devs did a good job too ),,use use mint much better connection bank much stable date thanks back end developer great job front end devs good job,0.028278151
Awesomeness and best app for financial tracking,,awesomeness best app financial tracking,0.028249848
"Great finance app! I can see all my bank account, credit cards, and loans in a single app",,great finance app see bank account credit card loan single app,0.028198157
Great way to keep up with all my accounts.,,great way keep account,0.028100956
"Comfortable. It's a great way to see all accounts in one app. Fits great for budgeting, especially on Plus plan where I can track my cash together with bank accounts",,comfortable great way see account one app fit great budgeting especially plus plan track cash together bank account,0.028087968
PocketGuard is my most used app. Check my balances everday. Love the upgrades.,,pocketguard used app check balance everday love upgrade,0.027993721
"This is the first budgeting app to successfully connect with my credit union app. So glad I can start automating my budgets. Also love the ""do not include in calculations"" button for each transaction. We use a credit card for all our purchases (points, baby!) and counting every purchase and every credit card payment would make it look like we're spending 2x as much as we are.",,first budgeting app successfully connect credit union app glad start automating budget also love include calculation button transaction use credit card purchase point baby counting every purchase every credit card payment would make look like spending x much,0.027976709
"I love everything about this app EXCEPT I don't like the method used for calculating whats in my pocket. I believe the app is just calculating my income minus my spending for the month. It doesn't take into account the amount of money I already had in my account prior to this months income or the amount I owe on my credit card. This is a feature I REALLY wanna use because I'm always calculating this myself, however it needs to be improved.",,love everything app except dont like method used calculating whats pocket believe app calculating income minus spending month doesnt take account amount money already account prior month income amount owe credit card feature really wan na use im always calculating however need improved,0.02797593
Tried to reinstall and now it says it's not available in my country. I live in the USA.,,tried reinstall say available country live usa,0.02784037
About time I found an app to link my accounts together and get a real view of what is going on.,,time found app link account together get real view going,0.027767683
Absolutely loved how easy to use this app is,,absolutely loved easy use app,0.027722193
"Definitely the most comprehensive bill management/budget app I've ever come across. Highly recommend it. You can see all your accounts on the main screen and it adds all your spending habits and categorizes it automatically. Easy to link your accounts. Wow, seriously such a convenience. Also, your overall networth, what your income is projected to be based on previous bank statements, and how much you've spent over how much you've made each month. So many good things. Five stars",,definitely comprehensive bill managementbudget app ive ever come across highly recommend see account main screen add spending habit categorizes automatically easy link account wow seriously convenience also overall networth income projected based previous bank statement much youve spent much youve made month many good thing five star,0.027696625
Really want to try this app out but apparently your app needs work on adapting for 2 step verification processes. Tried two different banks and one keeps saying my credentials are wrong which they aren't as I double checked. Second one asks how I'd like to get my verification code but never sends so I'm stuck on the enter verification page. Hopefully I can try this app out one day.,,really want try app apparently app need work adapting step verification process tried two different bank one keep saying credential wrong arent double checked second one asks id like get verification code never sends im stuck enter verification page hopefully try app one day,0.027683067
"I like this app, but for some reason my Capital One credit card account doesn't update. Also, sometimes accounts can disconnect and I have to reconnect them again which can be annoying. Overall, I like to be able to keep track of my spending.",,like app reason capital one credit card account doesnt update also sometimes account disconnect reconnect annoying overall like able keep track spending,0.027659957
"Horrible experience, the app didn't allow my bank account and their tech team was not the best to deal with. They asked the same questions over and over or were non-responsive. It was a waste of time for me.",,horrible experience app didnt allow bank account tech team best deal asked question nonresponsive waste time,0.027584786
great except it disconnects from my bank from time to time,,great except disconnect bank time time,0.027573359
"A recent update rendered the app useless. Please fix. Constantly signing me out of accounts, removed useful cash flow charts, savings and balance transfers don't work.",,recent update rendered app useless please fix constantly signing account removed useful cash flow chart saving balance transfer dont work,0.027535604
"App would be great if accounts synced. Unfortunately, that's not the case and my bank account is constantly errored out.",,app would great account synced unfortunately thats case bank account constantly errored,0.027507176
